"district_id","Id","amount","duration","payments","Predicted","birth_number","gender","household_amount","region","no. of inhabitants","ratio of urban inhabitants","average salary","no. of enterpreneurs per 1000 inhabitants","diff_unemploymant","avg_unemploymant","diff_crimes","avg_crimes","ratio_crimes","type_card","balance_sd","balance_diff"
48,6302,181020,60,3017,1,1966-06-14,0,0,2,78955,59,9060,124,0.66,2.11,62,1686,0.0213539357862073,0,9801.68064452976,59975.3
31,6303,72408,24,3017,-1,1958-06-13,0,0,8,51313,59.2,8930,108,0.68,3.86,124,1390,0.0270886519985189,0,19929.621714111,82919.5
70,6306,36684,12,3057,1,1978-09-23,0,5731.25,4,285387,89.9,10177,81,1.12,7.19,230,9993,0.0350156103816922,0,7937.35331596712,50074.2
1,6309,110136,24,4589,1,1958-02-24,0,4891,5,1204953,100,12541,167,0.14,0.36,13430,92392,0.0766768496364588,0,29147.9849170016,140142.8
61,6315,43164,12,3597,1,1976-01-06,0,0,7,117897,53.8,8814,107,0.98,5.25,-53,2085.5,0.0176891693596953,0,22291.6540331866,119271.4
4,6316,76908,12,6409,-1,1946-01-19,0,0,1,149893,67.4,9753,109,0.41,4.845,648,5568,0.0371464978351224,0,23250.7804345665,124902.8
38,6336,212400,36,5900,1,1966-10-24,0,0,3,85852,59.8,8965,104,1.15,7.655,169,2737.5,0.0318862693938406,0,27309.5010856471,132915.2
16,6342,60156,36,1671,-1,1976-08-08,1,3881,6,93931,56.9,8427,107,0.42,1.33,39,1893.5,0.0201584141550713,0,34206.9874151755,159312.8
16,6354,22968,36,638,1,1950-07-27,0,0,6,93931,56.9,8427,107,0.42,1.33,39,1893.5,0.0201584141550713,0,11195.5739582455,37831
5,6356,95400,36,2650,1,1971-02-10,1,0,1,95616,51.4,9307,118,0.58,4.14,424,2828,0.029576639892905,0,23576.7433442569,92154.8
72,6358,137880,60,2298,-1,1963-03-12,1,0,4,226122,62.6,8994,110,0.99,4.295,-464,9440,0.041747375310673,0,11727.0660486249,52458.4
62,6362,37908,12,3159,1,1976-05-08,0,0,7,145688,40.7,8544,109,0.57,1.575,187,2812.5,0.0193049530503542,0,12938.940496291,68730.4
74,6403,194880,48,4060,1,1979-12-06,1,4585,4,323870,100,10673,100,0.69,5.095,-435,18564.5,0.0573208386080835,0,13195.884796079,70838.8
41,6407,25944,24,1081,1,1960-05-21,0,0,3,118650,85.6,9832,114,1.16,3.9,-974,5958,0.0502149178255373,0,17426.036797827,79555.2
38,6421,96768,36,2688,1,1968-01-06,0,13167,3,85852,59.8,8965,104,1.15,7.655,169,2737.5,0.0318862693938406,0,22929.2438140538,116930.9
46,6456,47016,12,3918,1,1957-12-31,0,14581,2,112709,73.5,8369,117,0.52,2.05,-236,2736,0.0242749026253449,0,23888.3215594482,112701.6
55,6460,48672,36,1352,1,1948-05-02,0,2683,7,157042,33.9,8743,111,0.55,2.155,235,3776.5,0.0240477069828454,0,5423.58757653173,33184.4
12,6461,74124,36,2059,1,1939-04-13,0,1080,1,107870,58,8754,137,0.48,4.07,64,3836,0.0355613238157041,0,30062.3897433142,159365.9
5,6471,155640,24,6485,1,1943-01-07,0,3434,1,95616,51.4,9307,118,0.58,4.14,424,2828,0.029576639892905,0,13513.4703010347,72338.9
49,6474,63360,60,1056,1,1955-08-14,1,5394,2,75685,60.8,8208,155,0.37,2.075,463,1891.5,0.0249917420889212,0,6107.70691624117,40033.8
1,6499,80952,24,3373,1,1945-02-04,1,7266,5,1204953,100,12541,167,0.14,0.36,13430,92392,0.0766768496364588,0,12270.8957420796,66429.6
21,6501,30276,12,2523,-1,1939-04-23,0,14900,6,103347,67,9104,123,0.56,1.79,55,2326.5,0.0225115387964818,0,12216.3463270595,57621.4
64,6509,55368,24,2307,1,1939-12-25,0,0,7,197099,74.7,9624,145,0.71,1.955,-219,4374.5,0.0221944302101989,0,24131.838911621,113150.7
31,6512,63312,48,1319,1,1956-05-07,0,2306,8,51313,59.2,8930,108,0.68,3.86,124,1390,0.0270886519985189,0,5522.43286901478,30962.9
39,6520,91200,24,3800,1,1955-08-26,0,10279,3,119895,89.9,10446,90,2.06,8.37,-204,4845,0.0404103590641812,0,15743.4335553044,76036.9
63,6526,288468,36,8013,1,1958-10-26,0,0,7,86513,50.5,8288,110,0.73,4.155,-102,1511,0.0174655832071481,0,16205.7218110815,71339.2
43,6535,41952,12,3496,1,1972-12-10,1,3861,2,161854,76.3,9425,125,0.78,2.11,-194,3988,0.0246394899106602,0,13263.3487517078,71027
72,6540,309600,48,6450,1,1975-06-26,1,0,4,226122,62.6,8994,110,0.99,4.295,-464,9440,0.041747375310673,0,20963.7284754465,111963.1
21,6545,191880,60,3198,1,1949-03-08,1,4268,6,103347,67,9104,123,0.56,1.79,55,2326.5,0.0225115387964818,0,26747.6519343773,128139.4
1,6546,31728,24,1322,1,1950-04-10,1,6020,5,1204953,100,12541,167,0.14,0.36,13430,92392,0.0766768496364588,0,9913.02291629028,55522.8
62,6550,320592,48,6679,1,1970-11-09,0,0,7,145688,40.7,8544,109,0.57,1.575,187,2812.5,0.0193049530503542,2,21161.1082372356,117327.8
74,6577,51696,24,2154,1,1968-01-28,0,0,4,323870,100,10673,100,0.69,5.095,-435,18564.5,0.0573208386080835,2,26115.0300582261,123739.4
52,6578,27984,12,2332,1,1949-02-16,1,8217,2,139012,61.9,8363,108,0.97,3.005,235,2681.5,0.0192897016084942,0,16237.3338015726,81852.4
23,6580,196080,48,4085,1,1958-05-27,1,0,8,87419,85.5,8624,102,0.87,2.225,319,3038.5,0.0347578901611778,0,23182.3966120405,96557.4
64,6585,372120,60,6202,1,1945-01-26,1,0,7,197099,74.7,9624,145,0.71,1.955,-219,4374.5,0.0221944302101989,0,25895.9123556906,127995.4
19,6589,189696,24,7904,1,1945-09-24,1,1475,6,51428,52.7,8402,120,0.85,3.555,100,1049,0.0203974488605429,0,23400.6344403618,124686.9
38,6591,20832,48,434,1,1948-05-04,1,1953,3,85852,59.8,8965,104,1.15,7.655,169,2737.5,0.0318862693938406,0,5923.77470848619,41497.9
60,6594,189696,24,7904,-1,1970-02-19,0,0,7,110643,51.9,8441,115,1.03,3.965,373,2065.5,0.0186681489113636,0,8889.03819319053,21900
33,6596,91584,24,3816,1,1951-11-16,0,0,3,133777,84.7,8705,116,1.86,6.68,209,4754.5,0.0355404890227767,0,18234.7410890329,82039.4
35,6598,68112,12,5676,1,1977-11-30,0,8157,3,88768,80.5,8867,130,0.19,1.115,236,3502,0.0394511535688536,0,19532.4684934742,111288.8
52,6599,72120,12,6010,1,1952-11-10,0,0,2,139012,61.9,8363,108,0.97,3.005,235,2681.5,0.0192897016084942,0,20598.0023080414,108338.9
34,6600,21852,36,607,1,1954-12-05,1,0,3,125236,87.7,9675,100,1.25,7.055,-133,5256.5,0.0419727554377336,0,15001.8555730028,60163.2
69,6613,84120,24,3505,1,1950-03-02,0,0,4,42821,48.4,8173,124,0,7.01,0,1358,0.0317134116438196,0,24271.6240579839,88670.9
55,6624,71460,12,5955,1,1945-08-03,1,7268,7,157042,33.9,8743,111,0.55,2.155,235,3776.5,0.0240477069828454,0,19235.7296006123,82349
27,6642,77640,12,6470,1,1967-07-10,1,0,8,67298,43.8,8561,110,0.64,0.97,98,1078,0.0160183066361556,0,23174.9518368682,116789.5
9,6644,93600,24,3900,1,1972-06-23,1,1074,1,81344,55.3,8899,149,0.58,3.68,-500,2737,0.0336472265932337,0,21469.6303402672,95208.3
74,6645,140400,36,3900,1,1941-10-15,1,0,4,323870,100,10673,100,0.69,5.095,-435,18564.5,0.0573208386080835,0,18981.7909761338,114600.2
31,6647,208320,48,4340,1,1968-04-14,0,0,8,51313,59.2,8930,108,0.68,3.86,124,1390,0.0270886519985189,0,16039.8608356021,82781.9
24,6650,49320,12,4110,-1,1945-10-03,0,695,8,122603,80,8991,128,0.62,1.7,75,5235.5,0.0427028702397168,0,24439.8771809198,125933
54,6659,56100,60,935,1,1958-07-07,1,6216,7,387570,100,9897,140,0.36,1.78,-25,18708.5,0.0482712800268339,0,8426.83221179932,44346.1
37,6667,155880,24,6495,1,1968-10-30,0,8305,3,114006,62.3,9065,123,0.93,4.925,19,4156.5,0.0364586074417136,0,26666.1457993998,163648.6
45,6668,74736,36,2076,1,1965-10-29,1,6184,2,77917,53.5,8390,132,0.61,2.585,42,2101,0.0269645905258159,0,10605.6881129534,61384
26,6676,29784,24,1241,1,1969-12-25,0,0,8,170449,100,10787,131,0.45,2.865,220,6151,0.0360870406983907,0,13131.9771257266,49020.3
1,6678,80340,12,6695,1,1976-02-06,0,0,5,1204953,100,12541,167,0.14,0.36,13430,92392,0.0766768496364588,0,26678.2587142345,121423.5
31,6686,224604,36,6239,1,1976-05-24,1,0,8,51313,59.2,8930,108,0.68,3.86,124,1390,0.0270886519985189,0,21234.8560104119,108978.4
13,6687,87840,24,3660,1,1980-02-16,0,0,1,53921,41.3,8598,123,0.49,3.015,278,1736,0.0321952486044398,0,20670.9773821631,65347.8
70,6694,134784,24,5616,1,1940-05-11,0,0,4,285387,89.9,10177,81,1.12,7.19,230,9993,0.0350156103816922,0,25288.2009752466,111939.2
77,6696,89040,60,1484,1,1970-01-25,0,7041,4,148545,53.5,8909,113,1.55,4.785,130,3525,0.0237301827728971,0,8832.0792786139,45750.2
1,6698,247728,48,5161,1,1979-06-19,1,4104,5,1204953,100,12541,167,0.14,0.36,13430,92392,0.0766768496364588,0,23168.3394450149,108190.1
48,6699,7656,24,319,1,1962-09-03,0,3708,2,78955,59,9060,124,0.66,2.11,62,1686,0.0213539357862073,0,12923.5603454957,72469.1
29,6704,417060,60,6951,1,1961-09-14,0,1172,8,45714,55.6,8843,113,0.78,3.21,70,853,0.0186594916218226,0,25817.7354135523,127308.6
20,6712,266220,60,4437,1,1965-02-17,0,410,6,70646,58.4,8547,120,0.99,3.145,-21,1552.5,0.0219757664977493,0,11836.4476034268,65844.4
20,6715,220620,60,3677,1,1943-08-15,0,5812,6,70646,58.4,8547,120,0.99,3.145,-21,1552.5,0.0219757664977493,0,14352.078379313,69172.7
17,6721,21072,24,878,1,1964-08-09,0,0,6,74062,61.4,8114,119,0.24,2.5,178,1092,0.0147444033377441,0,9070.83734462628,32367
51,6725,265320,36,7370,1,1948-08-28,0,3835,2,121947,70.5,8541,131,0.46,2.74,343,3667.5,0.030074540579104,0,9992.57311449955,61293.3
2,6726,85860,60,1431,1,1955-10-20,0,4403,1,88884,46.7,8507,132,0.18,1.76,515,2416.5,0.027187120291616,0,7824.8666290422,43713.5
23,6729,74688,12,6224,1,1945-01-26,0,13711,8,87419,85.5,8624,102,0.87,2.225,319,3038.5,0.0347578901611778,0,20930.650934413,103802.4
47,6732,174048,48,3626,1,1952-02-16,0,0,2,162580,72.8,9538,111,0.3,1.66,-669,5744.5,0.0353333743387871,0,23455.927264329,126467.6
14,6734,173016,36,4806,1,1945-02-23,0,0,6,177686,74.8,10045,135,0.29,1.565,-309,6449.5,0.0362971759170672,0,26512.878935391,123628.2
1,6736,288360,60,4806,1,1935-12-15,1,0,5,1204953,100,12541,167,0.14,0.36,13430,92392,0.0766768496364588,0,16686.2311887643,57695.8
68,6737,76680,24,3195,1,1949-01-07,1,7170,4,228848,57.2,9893,96,0.63,4.405,264,5755,0.0251476962874921,0,21005.6802918876,103676.1
74,6738,230220,36,6395,-1,1942-11-09,0,555,4,323870,100,10673,100,0.69,5.095,-435,18564.5,0.0573208386080835,0,29524.489997328,133520.7
64,6745,47304,24,1971,1,1971-08-03,1,8151,7,197099,74.7,9624,145,0.71,1.955,-219,4374.5,0.0221944302101989,0,30916.763221259,147693
17,6751,85716,36,2381,1,1938-05-03,1,0,6,74062,61.4,8114,119,0.24,2.5,178,1092,0.0147444033377441,0,12288.0630072131,51982.7
64,6764,33984,48,708,1,1972-08-04,1,0,7,197099,74.7,9624,145,0.71,1.955,-219,4374.5,0.0221944302101989,0,9896.49244594163,54477.5
1,6785,125340,60,2089,1,1944-06-15,1,3713,5,1204953,100,12541,167,0.14,0.36,13430,92392,0.0766768496364588,0,22705.1827824266,110433.4
70,6805,45024,48,938,1,1957-05-04,0,4719,4,285387,89.9,10177,81,1.12,7.19,230,9993,0.0350156103816922,0,13151.5102543473,62859.3
64,6808,227880,36,6330,1,1955-11-04,0,0,7,197099,74.7,9624,145,0.71,1.955,-219,4374.5,0.0221944302101989,0,29551.4830543201,152113.7
40,6810,186384,48,3883,1,1959-01-29,1,4541,3,128118,85.3,9317,97,0.58,6.78,-77,6910.5,0.0539385566430946,0,27339.8874685749,128857.3
70,6816,100224,48,2088,-1,1957-02-01,0,0,4,285387,89.9,10177,81,1.12,7.19,230,9993,0.0350156103816922,0,9838.64837040488,45787.1
1,6817,70656,48,1472,1,1952-07-26,1,6270,5,1204953,100,12541,167,0.14,0.36,13430,92392,0.0766768496364588,0,12948.7615374929,54743.2
72,6818,155616,48,3242,1,1971-04-10,0,2587,4,226122,62.6,8994,110,0.99,4.295,-464,9440,0.041747375310673,0,11044.4943921964,75094.1
1,6820,38148,12,3179,1,1965-01-22,0,4697,5,1204953,100,12541,167,0.14,0.36,13430,92392,0.0766768496364588,0,13293.4318052437,61424.6
58,6836,189300,60,3155,1,1953-12-05,1,1311,7,109164,63.6,8757,96,0.57,3.665,259,2341.5,0.0214493789161262,0,12250.0795724793,60243.3
10,6841,172080,48,3585,1,1957-03-05,0,0,1,92084,46.7,10124,141,-0.02,0.55,506,4063,0.0441227574822988,0,21110.3118747415,118938.8
45,6863,127080,60,2118,1,1936-06-02,1,7936,2,77917,53.5,8390,132,0.61,2.585,42,2101,0.0269645905258159,0,11520.1844510437,48790.4
72,6865,29448,12,2454,-1,1947-10-21,1,0,4,226122,62.6,8994,110,0.99,4.295,-464,9440,0.041747375310673,0,11482.4951554331,42990.6
11,6876,86616,12,7218,1,1961-09-28,1,0,1,75637,36.5,9622,154,0.14,0.52,54,3502,0.046300091225194,0,11715.9751727452,47553.1
32,6888,39576,12,3298,1,1980-05-02,0,9493,3,105058,81,9272,118,0.42,3.01,165,4422.5,0.0420957947038779,0,26896.8541402657,103167.2
70,6895,41904,12,3492,1,1974-07-08,1,4654,4,285387,89.9,10177,81,1.12,7.19,230,9993,0.0350156103816922,0,20303.8171201358,128223
11,6903,52128,24,2172,1,1959-07-17,0,0,1,75637,36.5,9622,154,0.14,0.52,54,3502,0.046300091225194,0,20087.3650297794,59800
1,6919,120888,36,3358,1,1944-04-20,0,3225,5,1204953,100,12541,167,0.14,0.36,13430,92392,0.0766768496364588,0,21557.4645434396,115868.4
70,6921,86184,12,7182,1,1940-12-04,0,107,4,285387,89.9,10177,81,1.12,7.19,230,9993,0.0350156103816922,0,24799.9740378728,127846
76,6929,36396,12,3033,1,1972-04-03,1,5119,4,127369,51.2,8369,107,1.15,5.305,-929,3271.5,0.0256852138275405,0,25051.2576378554,125087.5
64,6933,188688,48,3931,1,1965-07-23,0,6803,7,197099,74.7,9624,145,0.71,1.955,-219,4374.5,0.0221944302101989,0,20050.2784167389,70855.7
1,6940,228276,36,6341,1,1961-08-03,1,0,5,1204953,100,12541,167,0.14,0.36,13430,92392,0.0766768496364588,0,14856.8141901735,59736.6
62,6944,46176,48,962,1,1966-11-03,1,9613,7,145688,40.7,8544,109,0.57,1.575,187,2812.5,0.0193049530503542,0,13279.6378527179,53705.1
31,6949,104712,24,4363,1,1970-10-07,0,13386,8,51313,59.2,8930,108,0.68,3.86,124,1390,0.0270886519985189,0,25655.5136540927,119452.3
74,6950,104712,24,4363,1,1944-12-12,1,4146,4,323870,100,10673,100,0.69,5.095,-435,18564.5,0.0573208386080835,0,27075.7420583239,147203.2
65,6955,244368,48,5091,1,1970-04-02,1,0,7,114200,43.7,8403,105,-0.0200000000000005,5.73,561,2437.5,0.0213441330998249,0,25561.8276844292,143253.3
1,6960,76416,24,3184,1,1937-09-02,1,10597,5,1204953,100,12541,167,0.14,0.36,13430,92392,0.0766768496364588,0,11990.8733564062,55807.7
38,6961,176148,36,4893,1,1963-11-20,0,0,3,85852,59.8,8965,104,1.15,7.655,169,2737.5,0.0318862693938406,0,21431.2378562617,82683.4
61,6965,139536,24,5814,1,1941-09-13,0,10721,7,117897,53.8,8814,107,0.98,5.25,-53,2085.5,0.0176891693596953,0,30644.1570757547,150746.9
54,6985,113796,36,3161,1,1971-10-09,1,4967,7,387570,100,9897,140,0.36,1.78,-25,18708.5,0.0482712800268339,0,11410.8354231442,57522.1
74,6986,151728,48,3161,-1,1976-06-23,1,0,4,323870,100,10673,100,0.69,5.095,-435,18564.5,0.0573208386080835,0,24000.1249980636,83454.3
52,6992,133968,48,2791,1,1943-05-30,1,9210,2,139012,61.9,8363,108,0.97,3.005,235,2681.5,0.0192897016084942,2,22590.1043080536,117258.5
64,6995,96168,12,8014,1,1972-08-12,0,0,7,197099,74.7,9624,145,0.71,1.955,-219,4374.5,0.0221944302101989,0,21691.1342547418,137410.1
47,6996,126600,24,5275,1,1939-02-27,1,0,2,162580,72.8,9538,111,0.3,1.66,-669,5744.5,0.0353333743387871,0,17179.8114630378,93643.3
21,6998,97632,12,8136,1,1968-09-07,0,6531,6,103347,67,9104,123,0.56,1.79,55,2326.5,0.0225115387964818,0,22871.8265868698,118800.1
2,7004,331560,60,5526,1,1980-11-23,1,5887,1,88884,46.7,8507,132,0.18,1.76,515,2416.5,0.027187120291616,0,11038.4095115299,71024.6
1,7008,36168,12,3014,1,1961-08-19,1,1507,5,1204953,100,12541,167,0.14,0.36,13430,92392,0.0766768496364588,0,14039.2733865905,63438
60,7013,89340,60,1489,1,1971-11-12,0,5016,7,110643,51.9,8441,115,1.03,3.965,373,2065.5,0.0186681489113636,0,10876.8717046827,54128.1
24,7034,19044,36,529,1,1974-04-05,0,0,8,122603,80,8991,128,0.62,1.7,75,5235.5,0.0427028702397168,0,10532.7848881137,64381.1
8,7036,194940,36,5415,1,1964-10-30,1,0,1,112065,69.4,11277,127,0.19,1.345,-192,5083,0.0453576049614063,0,35314.5278448429,137572.6
62,7055,167100,60,2785,1,1970-01-17,0,0,7,145688,40.7,8544,109,0.57,1.575,187,2812.5,0.0193049530503542,0,26493.5915888754,142505.7
1,7057,231696,36,6436,1,1973-05-30,1,2762,5,1204953,100,12541,167,0.14,0.36,13430,92392,0.0766768496364588,0,20926.3694425144,107775.3
55,7061,121896,24,5079,1,1965-03-07,1,0,7,157042,33.9,8743,111,0.55,2.155,235,3776.5,0.0240477069828454,0,21910.8275563776,132854.9
39,7066,215388,36,5983,-1,1959-12-17,1,0,3,119895,89.9,10446,90,2.06,8.37,-204,4845,0.0404103590641812,0,10504.3104701605,49757
54,7097,75624,24,3151,-1,1958-12-07,1,13500,7,387570,100,9897,140,0.36,1.78,-25,18708.5,0.0482712800268339,0,20688.4180488837,89354.8
14,7101,421008,48,8771,1,1953-06-01,1,9902,6,177686,74.8,10045,135,0.29,1.565,-309,6449.5,0.0362971759170672,0,12359.209052004,71730.4
68,7104,259740,60,4329,1,1979-03-16,1,12414,4,228848,57.2,9893,96,0.63,4.405,264,5755,0.0251476962874921,0,19487.2396663213,78833.5
55,7121,21924,36,609,1,1960-08-20,1,6262,7,157042,33.9,8743,111,0.55,2.155,235,3776.5,0.0240477069828454,0,10171.0318459875,59332.4
39,7130,123408,24,5142,1,1964-10-14,1,3020,3,119895,89.9,10446,90,2.06,8.37,-204,4845,0.0404103590641812,2,17185.3638546914,84926.9
60,7136,54396,36,1511,1,1939-07-27,1,0,7,110643,51.9,8441,115,1.03,3.965,373,2065.5,0.0186681489113636,0,10625.9463929278,41508.8
66,7137,151560,24,6315,1,1953-05-05,1,10134,7,125832,48.3,8512,102,0.61,3.815,-144,2175,0.0172849513637231,0,22844.0061645797,97612.7
45,7138,60000,60,1000,1,1946-10-15,1,2960,2,77917,53.5,8390,132,0.61,2.585,42,2101,0.0269645905258159,0,5853.92888671955,38993.9
1,7142,482940,60,8049,-1,1976-05-21,0,2439,5,1204953,100,12541,167,0.14,0.36,13430,92392,0.0766768496364588,0,9885.4777247265,56807.2
55,7154,417600,60,6960,1,1970-10-12,1,0,7,157042,33.9,8743,111,0.55,2.155,235,3776.5,0.0240477069828454,2,18631.3583226447,86852.1
41,7166,198240,24,8260,1,1956-02-18,1,7303,3,118650,85.6,9832,114,1.16,3.9,-974,5958,0.0502149178255373,0,13022.4216144806,51647.2
11,7176,260028,36,7223,1,1976-11-25,1,4782,1,75637,36.5,9622,154,0.14,0.52,54,3502,0.046300091225194,0,20993.628045388,124700.7
71,7189,154656,48,3222,1,1956-11-28,1,3867,4,161227,69.7,8678,102,-0.359999999999999,5.75,-385,4787.5,0.0296941579264019,0,10868.9432774909,60782
31,7192,115992,36,3222,1,1937-05-17,1,186,8,51313,59.2,8930,108,0.68,3.86,124,1390,0.0270886519985189,0,17591.0559501949,107492
1,7194,68832,36,1912,1,1959-07-01,1,5435,5,1204953,100,12541,167,0.14,0.36,13430,92392,0.0766768496364588,0,12288.7904112708,61239.6
72,7198,45768,12,3814,1,1977-05-27,0,0,4,226122,62.6,8994,110,0.99,4.295,-464,9440,0.041747375310673,0,14361.643030577,77527.5
65,7213,113544,36,3154,1,1942-09-18,1,1326,7,114200,43.7,8403,105,-0.0200000000000005,5.73,561,2437.5,0.0213441330998249,0,12325.8311911857,67348.1
1,7220,131292,36,3647,1,1954-03-20,1,7312,5,1204953,100,12541,167,0.14,0.36,13430,92392,0.0766768496364588,0,12494.3123334861,69288.4
13,7226,197748,36,5493,1,1970-05-05,0,0,1,53921,41.3,8598,123,0.49,3.015,278,1736,0.0321952486044398,0,19635.3576744511,74113.6
44,7227,314520,60,5242,1,1955-11-18,0,10472,2,105606,53,8254,97,0.97,3.275,159,2245.5,0.0212629964206579,0,28698.3798261659,127619.4
16,7233,115812,36,3217,1,1953-06-01,1,0,6,93931,56.9,8427,107,0.42,1.33,39,1893.5,0.0201584141550713,0,21971.1628521051,118427.2
18,7235,154416,48,3217,1,1969-05-25,0,0,6,70699,65.3,8968,131,0.52,3.09,170,1825,0.0258136607307034,0,20286.9655584644,72826.5
63,7240,274740,60,4579,1,1978-09-07,1,756,7,86513,50.5,8288,110,0.73,4.155,-102,1511,0.0174655832071481,0,25256.6658167142,122293.1
1,7241,168984,24,7041,-1,1976-03-18,1,0,5,1204953,100,12541,167,0.14,0.36,13430,92392,0.0766768496364588,0,28355.3601580073,121324.1
72,7243,217152,36,6032,1,1974-07-07,1,8436,4,226122,62.6,8994,110,0.99,4.295,-464,9440,0.041747375310673,2,18394.5137848639,109374.3
59,7246,148920,60,2482,1,1977-08-03,1,11506,7,108871,62.1,8444,106,0.23,3.355,-290,2450,0.0225036970359416,0,15220.6512633641,62889.9
46,7249,69360,48,1445,1,1941-07-28,1,0,2,112709,73.5,8369,117,0.52,2.05,-236,2736,0.0242749026253449,0,9598.2528518684,51265
59,7259,108144,36,3004,1,1963-05-12,0,4736,7,108871,62.1,8444,106,0.23,3.355,-290,2450,0.0225036970359416,0,25585.472260311,122963.4
75,7262,182628,36,5073,1,1959-05-23,1,0,4,138032,64.6,8819,99,0.28,5.52,442,4284,0.0310362814419845,0,14579.4217665666,51746
70,7263,89880,24,3745,1,1963-05-16,1,0,4,285387,89.9,10177,81,1.12,7.19,230,9993,0.0350156103816922,0,27471.9750004315,115204.2
12,7271,392460,60,6541,1,1980-11-13,0,9810,1,107870,58,8754,137,0.48,4.07,64,3836,0.0355613238157041,0,20293.3634796541,115013.4
15,7284,52788,12,4399,1,1973-02-16,1,506,6,58796,51.9,9045,124,0.47,3.365,34,1862,0.0316688210082319,0,6652.64295634085,40469.1
1,7304,419880,60,6998,1,1945-10-30,0,10886,5,1204953,100,12541,167,0.14,0.36,13430,92392,0.0766768496364588,0,27879.3968566711,103839.9
61,7305,54024,12,4502,1,1968-04-13,1,4518,7,117897,53.8,8814,107,0.98,5.25,-53,2085.5,0.0176891693596953,2,15469.9881129642,80705.8
67,7308,129408,24,5392,1,1962-10-19,0,4780,4,106054,63.1,8110,109,0.78,6.16,-165,3161.5,0.0298102853263432,0,11709.1423747552,55055.6
