"Id","duration","payments","status","balance_sd","balance_diff","household_amount","gender","birth_year","region","no. of inhabitants","ratio of urban inhabitants","average salary","diff_unemploymant","diff_crimes"
7008,12,3014,1,14039.2733865905,63438,1507,1,NA,5,1204953,100,12541,0.14,13430
7013,60,1489,1,10876.8717046827,54128.1,5016,0,NA,7,110643,51.9,8441,1.03,373
7034,36,529,1,10532.7848881137,64381.1,0,0,NA,8,122603,80,8991,0.62,75
7036,36,5415,1,35314.5278448429,137572.6,0,1,NA,1,112065,69.4,11277,0.19,-192
7055,60,2785,1,26493.5915888754,142505.7,0,0,NA,7,145688,40.7,8544,0.57,187
7057,36,6436,1,20926.3694425144,107775.3,2762,1,NA,5,1204953,100,12541,0.14,13430
7061,24,5079,1,21910.8275563776,132854.9,0,1,NA,7,157042,33.9,8743,0.55,235
7066,36,5983,-1,10504.3104701605,49757,0,1,NA,3,119895,89.9,10446,2.06,-204
7097,24,3151,-1,20688.4180488837,89354.8,13500,1,NA,7,387570,100,9897,0.36,-25
7101,48,8771,1,12359.209052004,71730.4,9902,1,NA,6,177686,74.8,10045,0.29,-309
7104,60,4329,1,19487.2396663213,78833.5,12414,1,NA,4,228848,57.2,9893,0.63,264
7121,36,609,1,10171.0318459875,59332.4,6262,1,NA,7,157042,33.9,8743,0.55,235
7130,24,5142,1,17185.3638546914,84926.9,3020,1,NA,3,119895,89.9,10446,2.06,-204
7136,36,1511,1,10625.9463929278,41508.8,0,1,NA,7,110643,51.9,8441,1.03,373
7137,24,6315,1,22844.0061645797,97612.7,10134,1,NA,7,125832,48.3,8512,0.61,-144
7138,60,1000,1,5853.92888671955,38993.9,2960,1,NA,2,77917,53.5,8390,0.61,42
7142,60,8049,-1,9885.4777247265,56807.2,2439,0,NA,5,1204953,100,12541,0.14,13430
7154,60,6960,1,18631.3583226447,86852.1,0,1,NA,7,157042,33.9,8743,0.55,235
7166,24,8260,1,13022.4216144806,51647.2,7303,1,NA,3,118650,85.6,9832,1.16,-974
7176,36,7223,1,20993.628045388,124700.7,4782,1,NA,1,75637,36.5,9622,0.14,54
7189,48,3222,1,10868.9432774909,60782,3867,1,NA,4,161227,69.7,8678,-0.359999999999999,-385
7192,36,3222,1,17591.0559501949,107492,186,1,NA,8,51313,59.2,8930,0.68,124
7194,36,1912,1,12288.7904112708,61239.6,5435,1,NA,5,1204953,100,12541,0.14,13430
7198,12,3814,1,14361.643030577,77527.5,0,0,NA,4,226122,62.6,8994,0.99,-464
7213,36,3154,1,12325.8311911857,67348.1,1326,1,NA,7,114200,43.7,8403,-0.0200000000000005,561
7220,36,3647,1,12494.3123334861,69288.4,7312,1,NA,5,1204953,100,12541,0.14,13430
7226,36,5493,1,19635.3576744511,74113.6,0,0,NA,1,53921,41.3,8598,0.49,278
7227,60,5242,1,28698.3798261659,127619.4,10472,0,NA,2,105606,53,8254,0.97,159
7233,36,3217,1,21971.1628521051,118427.2,0,1,NA,6,93931,56.9,8427,0.42,39
7235,48,3217,1,20286.9655584644,72826.5,0,0,NA,6,70699,65.3,8968,0.52,170
7240,60,4579,1,25256.6658167142,122293.1,756,1,NA,7,86513,50.5,8288,0.73,-102
7241,24,7041,-1,28355.3601580073,121324.1,0,1,NA,5,1204953,100,12541,0.14,13430
7243,36,6032,1,18394.5137848639,109374.3,8436,1,NA,4,226122,62.6,8994,0.99,-464
7246,60,2482,1,15220.6512633641,62889.9,11506,1,NA,7,108871,62.1,8444,0.23,-290
7249,48,1445,1,9598.2528518684,51265,0,1,NA,2,112709,73.5,8369,0.52,-236
7259,36,3004,1,25585.472260311,122963.4,4736,0,NA,7,108871,62.1,8444,0.23,-290
7262,36,5073,1,14579.4217665666,51746,0,1,NA,4,138032,64.6,8819,0.28,442
7263,24,3745,1,27471.9750004315,115204.2,0,1,NA,4,285387,89.9,10177,1.12,230
7271,60,6541,1,20293.3634796541,115013.4,9810,0,NA,1,107870,58,8754,0.48,64
7284,12,4399,1,6652.64295634085,40469.1,506,1,NA,6,58796,51.9,9045,0.47,34
7304,60,6998,1,27879.3968566711,103839.9,10886,0,NA,5,1204953,100,12541,0.14,13430
7305,12,4502,1,15469.9881129642,80705.8,4518,1,NA,7,117897,53.8,8814,0.98,-53
7308,24,5392,1,11709.1423747552,55055.6,4780,0,NA,4,106054,63.1,8110,0.78,-165
