"district_id","loan_id","date","amount","duration","payments","status","birth_number","gender","household_amount","region","no. of inhabitants","no. of municipalities with inhabitants < 499","no. of municipalities with inhabitants 500-1999","no. of municipalities with inhabitants 2000-9999","no. of municipalities with inhabitants >10000","no. of cities","ratio of urban inhabitants","average salary","unemploymant rate '95","unemploymant rate '96","no. of enterpreneurs per 1000 inhabitants","no. of commited crimes '95","no. of commited crimes '96","type_card","balance_sd","balance_diff","frequency"
5,6112,940617,174744,24,7281,-1,781121,0,8110,"central Bohemia",95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,"none",23430.5219183994,98028.6,"monthly issuance"
1,6120,940911,209184,48,4358,1,530618,1,0,"Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,"none",19403.3349506139,109583.8,"monthly issuance"
43,6130,960718,32640,48,680,1,421015,1,3114,"east Bohemia",161854,73,21,6,1,6,76.3,9425,1.72,2.5,125,4085,3891,"none",7545.46631844196,42906,"monthly issuance"
13,6137,960410,44628,12,3719,1,431126,1,11878,"central Bohemia",53921,61,22,1,1,2,41.3,8598,2.77,3.26,123,1597,1875,"none",22661.8837804567,111789.5,"weekly issuance"
15,6144,960809,44376,12,3698,1,620523,1,6049,"south Bohemia",58796,22,16,7,1,5,51.9,9045,3.13,3.6,124,1845,1879,"none",28278.2450646163,123290,"monthly issuance"
57,6150,941102,83016,12,6918,1,790326,1,6327,"south Moravia",161954,21,37,20,3,8,48,8720,3.73,4.5,116,3729,3651,"none",25921.0441064247,135736.6,"monthly issuance"
61,6151,950425,225420,60,3757,1,480803,0,0,"south Moravia",117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059,"none",9614.3623318295,53071.6,"monthly issuance"
5,6153,950725,285600,60,4760,1,801207,0,0,"central Bohemia",95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,"none",26473.4218237354,124977.1,"weekly issuance"
10,6157,950710,98592,24,4108,1,631224,0,10530,"central Bohemia",92084,55,29,4,3,5,46.7,10124,0.56,0.54,141,3810,4316,"none",19656.2943813719,77813.7,"issuance after transaction"
42,6169,950316,103680,60,1728,-1,710624,1,0,"east Bohemia",95907,87,25,5,2,7,59.1,8388,2.41,2.94,87,1658,1668,"none",9371.38757971168,46020.1,"monthly issuance"
52,6175,960221,290700,60,4845,-1,590227,0,0,"east Bohemia",139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799,"none",31590.3305958896,132451.5,"monthly issuance"
74,6178,951216,232560,48,4845,1,700129,0,0,"north Moravia",323870,0,0,0,1,1,100,10673,4.75,5.44,100,18782,18347,"none",26204.0306754661,102065.9,"issuance after transaction"
1,6185,951128,31176,24,1299,1,680129,1,1413,"Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,"none",15340.9509716157,65069.6,"monthly issuance"
70,6190,960506,123600,60,2060,1,670630,1,0,"north Moravia",285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,"none",23277.8730933322,104955.7,"monthly issuance"
3,6202,940418,65184,12,5432,1,570929,1,0,"central Bohemia",75232,55,26,4,1,5,41.7,8980,1.95,2.21,111,2824,2813,"none",18172.7682504688,101510.3,"monthly issuance"
15,6210,940606,87216,48,1817,-1,640513,1,5050,"south Bohemia",58796,22,16,7,1,5,51.9,9045,3.13,3.6,124,1845,1879,"none",8425.33267236824,41210,"monthly issuance"
50,6216,940930,141240,24,5885,1,620911,1,3028,"east Bohemia",102609,75,33,2,3,6,52,8187,4.83,5.45,94,2123,2134,"none",19476.2939912246,106784.1,"monthly issuance"
57,6223,941103,61056,48,1272,1,570906,0,1978,"south Moravia",161954,21,37,20,3,8,48,8720,3.73,4.5,116,3729,3651,"none",9064.78033824496,54916,"monthly issuance"
47,6227,950304,28248,24,1177,1,700210,0,0,"east Bohemia",162580,83,26,5,1,6,72.8,9538,1.51,1.81,111,6079,5410,"none",11726.6176071652,69493,"monthly issuance"
77,6228,931201,464520,60,7742,-1,401202,0,0,"north Moravia",148545,8,35,12,3,4,53.5,8909,4.01,5.56,113,3460,3590,"none",27848.6867075738,125743.1,"weekly issuance"
1,6229,941002,11736,24,489,1,380916,1,2635,"Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,"none",11703.0397710468,69726.8,"monthly issuance"
56,6232,940708,276660,36,7685,-1,490518,1,3128.57142857143,"south Moravia",124605,11,42,14,1,8,46,8772,4.69,4.98,126,2854,3158,"none",6029.33831266494,32220.4,"monthly issuance"
1,6244,950108,270648,36,7518,-1,371104,1,5700,"Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,"none",29717.3445728698,134301.4,"weekly issuance"
74,6253,941104,59760,24,2490,1,581126,1,7847,"north Moravia",323870,0,0,0,1,1,100,10673,4.75,5.44,100,18782,18347,"none",12827.1939141715,69343.1,"monthly issuance"
74,6272,941220,398640,60,6644,1,600209,0,0,"north Moravia",323870,0,0,0,1,1,100,10673,4.75,5.44,100,18782,18347,"none",21947.8810920456,121289.5,"weekly issuance"
38,6279,940607,87360,24,3640,1,620710,1,0,"north Bohemia",85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822,"none",13552.4494898524,68974.6,"monthly issuance"
64,6283,960811,85632,48,1784,1,490407,0,0,"south Moravia",197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265,"none",26945.9103806775,155704.1,"monthly issuance"
26,6294,950212,79920,60,1332,1,530405,1,586,"west Bohemia",170449,0,0,0,1,1,100,10787,2.64,3.09,131,6041,6261,"none",11483.0132846738,73499.5,"monthly issuance"
3,6296,960806,270384,48,5633,1,620407,1,13076,"central Bohemia",75232,55,26,4,1,5,41.7,8980,1.95,2.21,111,2824,2813,"none",18202.5397930386,90594.4,"monthly issuance"
12,6297,941025,17508,12,1459,1,460401,1,0,"central Bohemia",107870,84,29,6,1,6,58,8754,3.83,4.31,137,3804,3868,"none",9324.20998158318,53532.3,"monthly issuance"
48,6302,960916,181020,60,3017,1,660614,0,0,"east Bohemia",78955,50,24,8,1,9,59,9060,1.78,2.44,124,1655,1717,"none",9801.68064452976,59975.3,"monthly issuance"
31,6303,960212,72408,24,3017,-1,580613,0,0,"west Bohemia",51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452,"none",19929.621714111,82919.5,"issuance after transaction"
70,6306,941220,36684,12,3057,1,780923,0,5731.25,"north Moravia",285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,"none",7937.35331596712,50074.2,"monthly issuance"
1,6309,961111,110136,24,4589,1,580224,0,4891,"Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,"none",29147.9849170016,140142.8,"monthly issuance"
61,6315,950206,43164,12,3597,1,760106,0,0,"south Moravia",117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059,"none",22291.6540331866,119271.4,"monthly issuance"
4,6316,940526,76908,12,6409,-1,460119,0,0,"central Bohemia",149893,63,29,6,2,6,67.4,9753,4.64,5.05,109,5244,5892,"none",23250.7804345665,124902.8,"monthly issuance"
38,6336,940331,212400,36,5900,1,661024,0,0,"north Bohemia",85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822,"none",27309.5010856471,132915.2,"weekly issuance"
16,6342,951112,60156,36,1671,-1,760808,1,3881,"south Bohemia",93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874,1913,"none",34206.9874151755,159312.8,"monthly issuance"
16,6354,961023,22968,36,638,1,500727,0,0,"south Bohemia",93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874,1913,"none",11195.5739582455,37831,"monthly issuance"
5,6356,931208,95400,36,2650,1,710210,1,0,"central Bohemia",95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,"none",23576.7433442569,92154.8,"weekly issuance"
72,6358,950114,137880,60,2298,-1,630312,1,0,"north Moravia",226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672,9208,"none",11727.0660486249,52458.4,"weekly issuance"
62,6362,951031,37908,12,3159,1,760508,0,0,"south Moravia",145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719,2906,"none",12938.940496291,68730.4,"monthly issuance"
74,6403,951205,194880,48,4060,1,791206,1,4585,"north Moravia",323870,0,0,0,1,1,100,10673,4.75,5.44,100,18782,18347,"none",13195.884796079,70838.8,"monthly issuance"
41,6407,940526,25944,24,1081,1,600521,0,0,"north Bohemia",118650,8,8,5,1,3,85.6,9832,3.32,4.48,114,6445,5471,"none",17426.036797827,79555.2,"monthly issuance"
38,6421,960725,96768,36,2688,1,680106,0,13167,"north Bohemia",85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822,"none",22929.2438140538,116930.9,"monthly issuance"
46,6456,931209,47016,12,3918,1,571231,0,14581,"east Bohemia",112709,48,20,7,3,10,73.5,8369,1.79,2.31,117,2854,2618,"none",23888.3215594482,112701.6,"issuance after transaction"
55,6460,941106,48672,36,1352,1,480502,0,2683,"south Moravia",157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894,"none",5423.58757653173,33184.4,"monthly issuance"
12,6461,960919,74124,36,2059,1,390413,0,1080,"central Bohemia",107870,84,29,6,1,6,58,8754,3.83,4.31,137,3804,3868,"none",30062.3897433142,159365.9,"weekly issuance"
5,6471,960804,155640,24,6485,1,430107,0,3434,"central Bohemia",95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,"none",13513.4703010347,72338.9,"monthly issuance"
49,6474,950606,63360,60,1056,1,550814,1,5394,"east Bohemia",75685,31,28,5,1,9,60.8,8208,1.89,2.26,155,1660,2123,"none",6107.70691624117,40033.8,"monthly issuance"
1,6499,940105,80952,24,3373,1,450204,1,7266,"Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,"none",12270.8957420796,66429.6,"monthly issuance"
21,6501,960429,30276,12,2523,-1,390423,0,14900,"south Bohemia",103347,87,16,7,1,7,67,9104,1.51,2.07,123,2299,2354,"none",12216.3463270595,57621.4,"monthly issuance"
64,6509,940315,55368,24,2307,1,391225,0,0,"south Moravia",197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265,"none",24131.838911621,113150.7,"monthly issuance"
31,6512,940526,63312,48,1319,1,560507,0,2306,"west Bohemia",51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452,"none",5522.43286901478,30962.9,"monthly issuance"
39,6520,940316,91200,24,3800,1,550826,0,10279,"north Bohemia",119895,17,4,3,2,4,89.9,10446,7.34,9.4,90,4947,4743,"none",15743.4335553044,76036.9,"monthly issuance"
63,6526,950103,288468,36,8013,1,581026,0,0,"south Moravia",86513,38,36,5,1,5,50.5,8288,3.79,4.52,110,1562,1460,"none",16205.7218110815,71339.2,"monthly issuance"
43,6535,951102,41952,12,3496,1,721210,1,3861,"east Bohemia",161854,73,21,6,1,6,76.3,9425,1.72,2.5,125,4085,3891,"none",13263.3487517078,71027,"monthly issuance"
72,6540,951231,309600,48,6450,1,750626,1,0,"north Moravia",226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672,9208,"none",20963.7284754465,111963.1,"weekly issuance"
21,6545,951212,191880,60,3198,1,490308,1,4268,"south Bohemia",103347,87,16,7,1,7,67,9104,1.51,2.07,123,2299,2354,"none",26747.6519343773,128139.4,"monthly issuance"
1,6546,950327,31728,24,1322,1,500410,1,6020,"Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,"none",9913.02291629028,55522.8,"monthly issuance"
62,6550,960518,320592,48,6679,1,701109,0,0,"south Moravia",145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719,2906,"classic",21161.1082372356,117327.8,"monthly issuance"
74,6577,940311,51696,24,2154,1,680128,0,0,"north Moravia",323870,0,0,0,1,1,100,10673,4.75,5.44,100,18782,18347,"classic",26115.0300582261,123739.4,"monthly issuance"
52,6578,951211,27984,12,2332,1,490216,1,8217,"east Bohemia",139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799,"none",16237.3338015726,81852.4,"weekly issuance"
23,6580,940522,196080,48,4085,1,580527,1,0,"west Bohemia",87419,21,11,4,3,9,85.5,8624,1.79,2.66,102,2879,3198,"none",23182.3966120405,96557.4,"monthly issuance"
64,6585,961029,372120,60,6202,1,450126,1,0,"south Moravia",197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265,"none",25895.9123556906,127995.4,"monthly issuance"
19,6589,960101,189696,24,7904,1,450924,1,1475,"south Bohemia",51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999,1099,"none",23400.6344403618,124686.9,"weekly issuance"
38,6591,950202,20832,48,434,1,480504,1,1953,"north Bohemia",85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822,"none",5923.77470848619,41497.9,"monthly issuance"
60,6594,940928,189696,24,7904,-1,700219,0,0,"south Moravia",110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252,"none",8889.03819319053,21900,"monthly issuance"
33,6596,940625,91584,24,3816,1,511116,0,0,"north Bohemia",133777,24,17,7,3,11,84.7,8705,5.75,7.61,116,4650,4859,"none",18234.7410890329,82039.4,"monthly issuance"
35,6598,950118,68112,12,5676,1,771130,0,8157,"north Bohemia",88768,10,18,5,1,7,80.5,8867,1.02,1.21,130,3384,3620,"none",19532.4684934742,111288.8,"monthly issuance"
52,6599,961119,72120,12,6010,1,521110,0,0,"east Bohemia",139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799,"none",20598.0023080414,108338.9,"monthly issuance"
34,6600,951008,21852,36,607,1,541205,1,0,"north Bohemia",125236,28,11,1,4,5,87.7,9675,6.43,7.68,100,5323,5190,"none",15001.8555730028,60163.2,"monthly issuance"
69,6613,960922,84120,24,3505,1,500302,0,0,"north Moravia",42821,4,13,5,1,3,48.4,8173,7.01,7.01,124,1358,1358,"none",24271.6240579839,88670.9,"weekly issuance"
55,6624,940930,71460,12,5955,1,450803,1,7268,"south Moravia",157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894,"none",19235.7296006123,82349,"monthly issuance"
27,6642,940605,77640,12,6470,1,670710,1,0,"west Bohemia",67298,71,19,10,0,7,43.8,8561,0.65,1.29,110,1029,1127,"none",23174.9518368682,116789.5,"weekly issuance"
9,6644,961020,93600,24,3900,1,720623,1,1074,"central Bohemia",81344,61,23,4,2,6,55.3,8899,3.39,3.97,149,2987,2487,"none",21469.6303402672,95208.3,"monthly issuance"
74,6645,941106,140400,36,3900,1,411015,1,0,"north Moravia",323870,0,0,0,1,1,100,10673,4.75,5.44,100,18782,18347,"none",18981.7909761338,114600.2,"monthly issuance"
31,6647,940601,208320,48,4340,1,680414,0,0,"west Bohemia",51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452,"none",16039.8608356021,82781.9,"weekly issuance"
24,6650,940217,49320,12,4110,-1,451003,0,695,"west Bohemia",122603,25,21,6,2,8,80,8991,1.39,2.01,128,5198,5273,"none",24439.8771809198,125933,"issuance after transaction"
54,6659,960220,56100,60,935,1,580707,1,6216,"south Moravia",387570,0,0,0,1,1,100,9897,1.6,1.96,140,18721,18696,"none",8426.83221179932,44346.1,"monthly issuance"
37,6667,960715,155880,24,6495,1,681030,0,8305,"north Bohemia",114006,71,26,6,2,9,62.3,9065,4.46,5.39,123,4147,4166,"none",26666.1457993998,163648.6,"monthly issuance"
45,6668,940730,74736,36,2076,1,651029,1,6184,"east Bohemia",77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122,"none",10605.6881129534,61384,"monthly issuance"
26,6676,950613,29784,24,1241,1,691225,0,0,"west Bohemia",170449,0,0,0,1,1,100,10787,2.64,3.09,131,6041,6261,"none",13131.9771257266,49020.3,"monthly issuance"
1,6678,940520,80340,12,6695,1,760206,0,0,"Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,"none",26678.2587142345,121423.5,"monthly issuance"
31,6686,940825,224604,36,6239,1,760524,1,0,"west Bohemia",51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452,"none",21234.8560104119,108978.4,"monthly issuance"
13,6687,930913,87840,24,3660,1,800216,0,0,"central Bohemia",53921,61,22,1,1,2,41.3,8598,2.77,3.26,123,1597,1875,"none",20670.9773821631,65347.8,"monthly issuance"
70,6694,950319,134784,24,5616,1,400511,0,0,"north Moravia",285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,"none",25288.2009752466,111939.2,"monthly issuance"
77,6696,940509,89040,60,1484,1,700125,0,7041,"north Moravia",148545,8,35,12,3,4,53.5,8909,4.01,5.56,113,3460,3590,"none",8832.0792786139,45750.2,"monthly issuance"
1,6698,960310,247728,48,5161,1,790619,1,4104,"Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,"none",23168.3394450149,108190.1,"weekly issuance"
48,6699,940330,7656,24,319,1,620903,0,3708,"east Bohemia",78955,50,24,8,1,9,59,9060,1.78,2.44,124,1655,1717,"none",12923.5603454957,72469.1,"monthly issuance"
29,6704,950601,417060,60,6951,1,610914,0,1172,"west Bohemia",45714,52,10,5,1,6,55.6,8843,2.82,3.6,113,818,888,"none",25817.7354135523,127308.6,"monthly issuance"
20,6712,951014,266220,60,4437,1,650217,0,410,"south Bohemia",70646,94,14,3,1,4,58.4,8547,2.65,3.64,120,1563,1542,"none",11836.4476034268,65844.4,"monthly issuance"
20,6715,960506,220620,60,3677,1,430815,0,5812,"south Bohemia",70646,94,14,3,1,4,58.4,8547,2.65,3.64,120,1563,1542,"none",14352.078379313,69172.7,"monthly issuance"
17,6721,940121,21072,24,878,1,640809,0,0,"south Bohemia",74062,99,15,4,2,7,61.4,8114,2.38,2.62,119,1003,1181,"none",9070.83734462628,32367,"monthly issuance"
51,6725,950623,265320,36,7370,1,480828,0,3835,"east Bohemia",121947,37,28,7,3,11,70.5,8541,2.51,2.97,131,3496,3839,"none",9992.57311449955,61293.3,"monthly issuance"
2,6726,950903,85860,60,1431,1,551020,0,4403,"central Bohemia",88884,80,26,6,2,5,46.7,8507,1.67,1.85,132,2159,2674,"none",7824.8666290422,43713.5,"monthly issuance"
23,6729,940811,74688,12,6224,1,450126,0,13711,"west Bohemia",87419,21,11,4,3,9,85.5,8624,1.79,2.66,102,2879,3198,"none",20930.650934413,103802.4,"monthly issuance"
47,6732,960919,174048,48,3626,1,520216,0,0,"east Bohemia",162580,83,26,5,1,6,72.8,9538,1.51,1.81,111,6079,5410,"none",23455.927264329,126467.6,"monthly issuance"
14,6734,960530,173016,36,4806,1,450223,0,0,"south Bohemia",177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,"none",26512.878935391,123628.2,"weekly issuance"
1,6736,940614,288360,60,4806,1,351215,1,0,"Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,"none",16686.2311887643,57695.8,"issuance after transaction"
68,6737,950311,76680,24,3195,1,490107,1,7170,"north Moravia",228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887,"none",21005.6802918876,103676.1,"monthly issuance"
74,6738,940929,230220,36,6395,-1,421109,0,555,"north Moravia",323870,0,0,0,1,1,100,10673,4.75,5.44,100,18782,18347,"none",29524.489997328,133520.7,"monthly issuance"
64,6745,950410,47304,24,1971,1,710803,1,8151,"south Moravia",197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265,"none",30916.763221259,147693,"monthly issuance"
17,6751,960714,85716,36,2381,1,380503,1,0,"south Bohemia",74062,99,15,4,2,7,61.4,8114,2.38,2.62,119,1003,1181,"none",12288.0630072131,51982.7,"monthly issuance"
64,6764,950826,33984,48,708,1,720804,1,0,"south Moravia",197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265,"none",9896.49244594163,54477.5,"monthly issuance"
1,6785,951225,125340,60,2089,1,440615,1,3713,"Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,"none",22705.1827824266,110433.4,"weekly issuance"
70,6805,961221,45024,48,938,1,570504,0,4719,"north Moravia",285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,"none",13151.5102543473,62859.3,"monthly issuance"
64,6808,941012,227880,36,6330,1,551104,0,0,"south Moravia",197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265,"none",29551.4830543201,152113.7,"monthly issuance"
40,6810,960608,186384,48,3883,1,590129,1,4541,"north Bohemia",128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,"none",27339.8874685749,128857.3,"weekly issuance"
70,6816,960326,100224,48,2088,-1,570201,0,0,"north Moravia",285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,"none",9838.64837040488,45787.1,"monthly issuance"
1,6817,961004,70656,48,1472,1,520726,1,6270,"Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,"none",12948.7615374929,54743.2,"monthly issuance"
72,6818,961212,155616,48,3242,1,710410,0,2587,"north Moravia",226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672,9208,"none",11044.4943921964,75094.1,"monthly issuance"
1,6820,931216,38148,12,3179,1,650122,0,4697,"Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,"none",13293.4318052437,61424.6,"monthly issuance"
58,6836,940803,189300,60,3155,1,531205,1,1311,"south Moravia",109164,98,16,6,1,4,63.6,8757,3.38,3.95,96,2212,2471,"none",12250.0795724793,60243.3,"monthly issuance"
10,6841,940807,172080,48,3585,1,570305,0,0,"central Bohemia",92084,55,29,4,3,5,46.7,10124,0.56,0.54,141,3810,4316,"none",21110.3118747415,118938.8,"monthly issuance"
45,6863,930728,127080,60,2118,1,360602,1,7936,"east Bohemia",77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122,"none",11520.1844510437,48790.4,"monthly issuance"
72,6865,960911,29448,12,2454,-1,471021,1,0,"north Moravia",226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672,9208,"none",11482.4951554331,42990.6,"monthly issuance"
11,6876,931221,86616,12,7218,1,610928,1,0,"central Bohemia",75637,35,36,9,0,7,36.5,9622,0.45,0.59,154,3475,3529,"none",11715.9751727452,47553.1,"monthly issuance"
32,6888,940711,39576,12,3298,1,800502,0,9493,"north Bohemia",105058,32,19,7,2,10,81,9272,2.8,3.22,118,4340,4505,"none",26896.8541402657,103167.2,"monthly issuance"
70,6895,940919,41904,12,3492,1,740708,1,4654,"north Moravia",285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,"none",20303.8171201358,128223,"monthly issuance"
11,6903,940604,52128,24,2172,1,590717,0,0,"central Bohemia",75637,35,36,9,0,7,36.5,9622,0.45,0.59,154,3475,3529,"none",20087.3650297794,59800,"monthly issuance"
1,6919,940805,120888,36,3358,1,440420,0,3225,"Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,"none",21557.4645434396,115868.4,"weekly issuance"
70,6921,961029,86184,12,7182,1,401204,0,107,"north Moravia",285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,"none",24799.9740378728,127846,"monthly issuance"
76,6929,950508,36396,12,3033,1,720403,1,5119,"north Moravia",127369,31,32,13,2,7,51.2,8369,4.73,5.88,107,3736,2807,"none",25051.2576378554,125087.5,"weekly issuance"
64,6933,950909,188688,48,3931,1,650723,0,6803,"south Moravia",197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265,"none",20050.2784167389,70855.7,"monthly issuance"
1,6940,961122,228276,36,6341,1,610803,1,0,"Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,"none",14856.8141901735,59736.6,"monthly issuance"
62,6944,961115,46176,48,962,1,661103,1,9613,"south Moravia",145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719,2906,"none",13279.6378527179,53705.1,"monthly issuance"
31,6949,951212,104712,24,4363,1,701007,0,13386,"west Bohemia",51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452,"none",25655.5136540927,119452.3,"weekly issuance"
74,6950,950411,104712,24,4363,1,441212,1,4146,"north Moravia",323870,0,0,0,1,1,100,10673,4.75,5.44,100,18782,18347,"none",27075.7420583239,147203.2,"monthly issuance"
65,6955,951122,244368,48,5091,1,700402,1,0,"south Moravia",114200,101,41,4,1,4,43.7,8403,5.74,5.72,105,2157,2718,"none",25561.8276844292,143253.3,"issuance after transaction"
1,6960,950111,76416,24,3184,1,370902,1,10597,"Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,"none",11990.8733564062,55807.7,"monthly issuance"
38,6961,960606,176148,36,4893,1,631120,0,0,"north Bohemia",85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822,"none",21431.2378562617,82683.4,"monthly issuance"
61,6965,950613,139536,24,5814,1,410913,0,10721,"south Moravia",117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059,"none",30644.1570757547,150746.9,"monthly issuance"
54,6985,951122,113796,36,3161,1,711009,1,4967,"south Moravia",387570,0,0,0,1,1,100,9897,1.6,1.96,140,18721,18696,"none",11410.8354231442,57522.1,"issuance after transaction"
74,6986,950211,151728,48,3161,-1,760623,1,0,"north Moravia",323870,0,0,0,1,1,100,10673,4.75,5.44,100,18782,18347,"none",24000.1249980636,83454.3,"monthly issuance"
52,6992,960727,133968,48,2791,1,430530,1,9210,"east Bohemia",139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799,"classic",22590.1043080536,117258.5,"monthly issuance"
64,6995,960926,96168,12,8014,1,720812,0,0,"south Moravia",197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265,"none",21691.1342547418,137410.1,"weekly issuance"
47,6996,950413,126600,24,5275,1,390227,1,0,"east Bohemia",162580,83,26,5,1,6,72.8,9538,1.51,1.81,111,6079,5410,"none",17179.8114630378,93643.3,"monthly issuance"
21,6998,940521,97632,12,8136,1,680907,0,6531,"south Bohemia",103347,87,16,7,1,7,67,9104,1.51,2.07,123,2299,2354,"none",22871.8265868698,118800.1,"monthly issuance"
2,7004,950315,331560,60,5526,1,801123,1,5887,"central Bohemia",88884,80,26,6,2,5,46.7,8507,1.67,1.85,132,2159,2674,"none",11038.4095115299,71024.6,"monthly issuance"
1,7008,950922,36168,12,3014,1,610819,1,1507,"Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,"none",14039.2733865905,63438,"monthly issuance"
60,7013,960802,89340,60,1489,1,711112,0,5016,"south Moravia",110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252,"none",10876.8717046827,54128.1,"monthly issuance"
24,7034,960711,19044,36,529,1,740405,0,0,"west Bohemia",122603,25,21,6,2,8,80,8991,1.39,2.01,128,5198,5273,"none",10532.7848881137,64381.1,"monthly issuance"
8,7036,960925,194940,36,5415,1,641030,1,0,"central Bohemia",112065,95,19,7,1,8,69.4,11277,1.25,1.44,127,5179,4987,"none",35314.5278448429,137572.6,"monthly issuance"
62,7055,940406,167100,60,2785,1,700117,0,0,"south Moravia",145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719,2906,"none",26493.5915888754,142505.7,"monthly issuance"
1,7057,951020,231696,36,6436,1,730530,1,2762,"Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,"none",20926.3694425144,107775.3,"weekly issuance"
55,7061,940827,121896,24,5079,1,650307,1,0,"south Moravia",157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894,"none",21910.8275563776,132854.9,"monthly issuance"
