"account_id","district_id","Id","amount","duration","payments","Predicted","client_id","birth_number","gender","household_amount","name","region","no. of inhabitants","ratio of urban inhabitants","average salary","no. of enterpreneurs per 1000 inhabitants","diff_unemploymant","avg_unemploymant","diff_crimes","avg_crimes","ratio_crimes","type_card"
6738,62,6362,37908,12,3159,1,8130,1976-05-08,0,0,70,7,145688,40.7,8544,109,0.57,1.575,187,2812.5,0.0193049530503542,0
6924,74,6403,194880,48,4060,1,8359,1979-12-06,1,4585,44,4,323870,100,10673,100,0.69,5.095,-435,18564.5,0.0573208386080835,0
6930,41,6407,25944,24,1081,1,8366,1960-05-21,0,0,71,3,118650,85.6,9832,114,1.16,3.9,-974,5958,0.0502149178255373,0
6985,38,6421,96768,36,2688,1,8432,1968-01-06,0,13167,35,3,85852,59.8,8965,104,1.15,7.655,169,2737.5,0.0318862693938406,0
7123,46,6456,47016,12,3918,1,8598,1957-12-31,0,14581,39,2,112709,73.5,8369,117,0.52,2.05,-236,2736,0.0242749026253449,0
7133,55,6460,48672,36,1352,1,8610,1948-05-02,0,2683,6,7,157042,33.9,8743,111,0.55,2.155,235,3776.5,0.0240477069828454,0
7136,12,6461,74124,36,2059,1,8615,1939-04-13,0,1080,55,1,107870,58,8754,137,0.48,4.07,64,3836,0.0355613238157041,0
7184,5,6471,155640,24,6485,1,8670,1943-01-07,0,3434,30,1,95616,51.4,9307,118,0.58,4.14,424,2828,0.029576639892905,0
7190,49,6474,63360,60,1056,1,8677,1955-08-14,1,5394,60,2,75685,60.8,8208,155,0.37,2.075,463,1891.5,0.0249917420889212,0
7401,1,6499,80952,24,3373,1,9173,1945-02-04,1,7266,18,5,1204953,100,12541,167,0.14,0.36,13430,92392,0.0766768496364588,0
7418,21,6501,30276,12,2523,-1,9196,1939-04-23,0,14900,65,6,103347,67,9104,123,0.56,1.79,55,2326.5,0.0225115387964818,0
7445,64,6509,55368,24,2307,1,9226,1939-12-25,0,0,76,7,197099,74.7,9624,145,0.71,1.955,-219,4374.5,0.0221944302101989,0
7454,31,6512,63312,48,1319,1,9236,1956-05-07,0,2306,66,8,51313,59.2,8930,108,0.68,3.86,124,1390,0.0270886519985189,0
7485,39,6520,91200,24,3800,1,9273,1955-08-26,0,10279,38,3,119895,89.9,10446,90,2.06,8.37,-204,4845,0.0404103590641812,0
7523,63,6526,288468,36,8013,1,9316,1958-10-26,0,0,74,7,86513,50.5,8288,110,0.73,4.155,-102,1511,0.0174655832071481,0
7546,43,6535,41952,12,3496,1,9346,1972-12-10,1,3861,20,2,161854,76.3,9425,125,0.78,2.11,-194,3988,0.0246394899106602,0
7562,72,6540,309600,48,6450,1,9366,1975-06-26,1,0,42,4,226122,62.6,8994,110,0.99,4.295,-464,9440,0.041747375310673,0
7606,21,6545,191880,60,3198,1,9417,1949-03-08,1,4268,65,6,103347,67,9104,123,0.56,1.79,55,2326.5,0.0225115387964818,0
7607,1,6546,31728,24,1322,1,9418,1950-04-10,1,6020,18,5,1204953,100,12541,167,0.14,0.36,13430,92392,0.0766768496364588,0
7614,62,6550,320592,48,6679,1,9427,1970-11-09,0,0,70,7,145688,40.7,8544,109,0.57,1.575,187,2812.5,0.0193049530503542,2
7753,74,6577,51696,24,2154,1,9593,1968-01-28,0,0,44,4,323870,100,10673,100,0.69,5.095,-435,18564.5,0.0573208386080835,2
7765,52,6578,27984,12,2332,1,9606,1949-02-16,1,8217,72,2,139012,61.9,8363,108,0.97,3.005,235,2681.5,0.0192897016084942,0
7769,23,6580,196080,48,4085,1,9611,1958-05-27,1,0,11,8,87419,85.5,8624,102,0.87,2.225,319,3038.5,0.0347578901611778,0
7795,64,6585,372120,60,6202,1,9641,1945-01-26,1,0,76,7,197099,74.7,9624,145,0.71,1.955,-219,4374.5,0.0221944302101989,0
7815,19,6589,189696,24,7904,1,9663,1945-09-24,1,1475,51,6,51428,52.7,8402,120,0.85,3.555,100,1049,0.0203974488605429,0
7819,38,6591,20832,48,434,1,9670,1948-05-04,1,1953,35,3,85852,59.8,8965,104,1.15,7.655,169,2737.5,0.0318862693938406,0
7824,60,6594,189696,24,7904,-1,9675,1970-02-19,0,0,56,7,110643,51.9,8441,115,1.03,3.965,373,2065.5,0.0186681489113636,0
7844,33,6596,91584,24,3816,1,9702,1951-11-16,0,0,14,3,133777,84.7,8705,116,1.86,6.68,209,4754.5,0.0355404890227767,0
7857,35,6598,68112,12,5676,1,9715,1977-11-30,0,8157,21,3,88768,80.5,8867,130,0.19,1.115,236,3502,0.0394511535688536,0
7859,52,6599,72120,12,6010,1,9717,1952-11-10,0,0,72,2,139012,61.9,8363,108,0.97,3.005,235,2681.5,0.0192897016084942,0
7861,34,6600,21852,36,607,1,9721,1954-12-05,1,0,12,3,125236,87.7,9675,100,1.25,7.055,-133,5256.5,0.0419727554377336,0
7926,69,6613,84120,24,3505,1,9798,1950-03-02,0,0,22,4,42821,48.4,8173,124,0,7.01,0,1358,0.0317134116438196,0
7965,55,6624,71460,12,5955,1,9844,1945-08-03,1,7268,6,7,157042,33.9,8743,111,0.55,2.155,235,3776.5,0.0240477069828454,0
8027,27,6642,77640,12,6470,1,9915,1967-07-10,1,0,48,8,67298,43.8,8561,110,0.64,0.97,98,1078,0.0160183066361556,0
8039,9,6644,93600,24,3900,1,9930,1972-06-23,1,1074,41,1,81344,55.3,8899,149,0.58,3.68,-500,2737,0.0336472265932337,0
8041,74,6645,140400,36,3900,1,9933,1941-10-15,1,0,44,4,323870,100,10673,100,0.69,5.095,-435,18564.5,0.0573208386080835,0
8051,31,6647,208320,48,4340,1,9945,1968-04-14,0,0,66,8,51313,59.2,8930,108,0.68,3.86,124,1390,0.0270886519985189,0
8073,24,6650,49320,12,4110,-1,9973,1945-10-03,0,695,26,8,122603,80,8991,128,0.62,1.7,75,5235.5,0.0427028702397168,0
8092,54,6659,56100,60,935,1,9995,1958-07-07,1,6216,5,7,387570,100,9897,140,0.36,1.78,-25,18708.5,0.0482712800268339,0
8127,37,6667,155880,24,6495,1,10040,1968-10-30,0,8305,34,3,114006,62.3,9065,123,0.93,4.925,19,4156.5,0.0364586074417136,0
8129,45,6668,74736,36,2076,1,10043,1965-10-29,1,6184,23,2,77917,53.5,8390,132,0.61,2.585,42,2101,0.0269645905258159,0
8159,26,6676,29784,24,1241,1,10076,1969-12-25,0,0,49,8,170449,100,10787,131,0.45,2.865,220,6151,0.0360870406983907,0
8173,1,6678,80340,12,6695,1,10095,1976-02-06,0,0,18,5,1204953,100,12541,167,0.14,0.36,13430,92392,0.0766768496364588,0
8260,31,6686,224604,36,6239,1,10198,1976-05-24,1,0,66,8,51313,59.2,8930,108,0.68,3.86,124,1390,0.0270886519985189,0
8261,13,6687,87840,24,3660,1,10200,1980-02-16,0,0,57,1,53921,41.3,8598,123,0.49,3.015,278,1736,0.0321952486044398,0
8316,70,6694,134784,24,5616,1,10269,1940-05-11,0,0,27,4,285387,89.9,10177,81,1.12,7.19,230,9993,0.0350156103816922,0
8321,77,6696,89040,60,1484,1,10275,1970-01-25,0,7041,73,4,148545,53.5,8909,113,1.55,4.785,130,3525,0.0237301827728971,0
8327,1,6698,247728,48,5161,1,10282,1979-06-19,1,4104,18,5,1204953,100,12541,167,0.14,0.36,13430,92392,0.0766768496364588,0
8330,48,6699,7656,24,319,1,10287,1962-09-03,0,3708,59,2,78955,59,9060,124,0.66,2.11,62,1686,0.0213539357862073,0
8377,29,6704,417060,60,6951,1,10350,1961-09-14,0,1172,58,8,45714,55.6,8843,113,0.78,3.21,70,853,0.0186594916218226,0
8405,20,6712,266220,60,4437,1,10382,1965-02-17,0,410,62,6,70646,58.4,8547,120,0.99,3.145,-21,1552.5,0.0219757664977493,0
8411,20,6715,220620,60,3677,1,10389,1943-08-15,0,5812,62,6,70646,58.4,8547,120,0.99,3.145,-21,1552.5,0.0219757664977493,0
8475,17,6721,21072,24,878,1,10459,1964-08-09,0,0,46,6,74062,61.4,8114,119,0.24,2.5,178,1092,0.0147444033377441,0
8489,51,6725,265320,36,7370,1,10475,1948-08-28,0,3835,69,2,121947,70.5,8541,131,0.46,2.74,343,3667.5,0.030074540579104,0
8492,2,6726,85860,60,1431,1,10479,1955-10-20,0,4403,1,1,88884,46.7,8507,132,0.18,1.76,515,2416.5,0.027187120291616,0
8519,23,6729,74688,12,6224,1,10510,1945-01-26,0,13711,11,8,87419,85.5,8624,102,0.87,2.225,319,3038.5,0.0347578901611778,0
8533,47,6732,174048,48,3626,1,10528,1952-02-16,0,0,45,2,162580,72.8,9538,111,0.3,1.66,-669,5744.5,0.0353333743387871,0
8547,14,6734,173016,36,4806,1,10543,1945-02-23,0,0,9,6,177686,74.8,10045,135,0.29,1.565,-309,6449.5,0.0362971759170672,0
8558,1,6736,288360,60,4806,1,10555,1935-12-15,1,0,18,5,1204953,100,12541,167,0.14,0.36,13430,92392,0.0766768496364588,0
8564,68,6737,76680,24,3195,1,10563,1949-01-07,1,7170,16,4,228848,57.2,9893,96,0.63,4.405,264,5755,0.0251476962874921,0
8566,74,6738,230220,36,6395,-1,10566,1942-11-09,0,555,44,4,323870,100,10673,100,0.69,5.095,-435,18564.5,0.0573208386080835,0
8625,64,6745,47304,24,1971,1,10636,1971-08-03,1,8151,76,7,197099,74.7,9624,145,0.71,1.955,-219,4374.5,0.0221944302101989,0
8680,17,6751,85716,36,2381,1,10702,1938-05-03,1,0,46,6,74062,61.4,8114,119,0.24,2.5,178,1092,0.0147444033377441,0
8776,64,6764,33984,48,708,1,10818,1972-08-04,1,0,76,7,197099,74.7,9624,145,0.71,1.955,-219,4374.5,0.0221944302101989,0
8899,1,6785,125340,60,2089,1,10963,1944-06-15,1,3713,18,5,1204953,100,12541,167,0.14,0.36,13430,92392,0.0766768496364588,0
8972,70,6805,45024,48,938,1,11050,1957-05-04,0,4719,27,4,285387,89.9,10177,81,1.12,7.19,230,9993,0.0350156103816922,0
8982,64,6808,227880,36,6330,1,11063,1955-11-04,0,0,76,7,197099,74.7,9624,145,0.71,1.955,-219,4374.5,0.0221944302101989,0
9006,40,6810,186384,48,3883,1,11093,1959-01-29,1,4541,67,3,128118,85.3,9317,97,0.58,6.78,-77,6910.5,0.0539385566430946,0
9017,70,6816,100224,48,2088,-1,11105,1957-02-01,0,0,27,4,285387,89.9,10177,81,1.12,7.19,230,9993,0.0350156103816922,0
9024,1,6817,70656,48,1472,1,11114,1952-07-26,1,6270,18,5,1204953,100,12541,167,0.14,0.36,13430,92392,0.0766768496364588,0
9030,72,6818,155616,48,3242,1,11121,1971-04-10,0,2587,42,4,226122,62.6,8994,110,0.99,4.295,-464,9440,0.041747375310673,0
9034,1,6820,38148,12,3179,1,11126,1965-01-22,0,4697,18,5,1204953,100,12541,167,0.14,0.36,13430,92392,0.0766768496364588,0
9093,58,6836,189300,60,3155,1,11195,1953-12-05,1,1311,24,7,109164,63.6,8757,96,0.57,3.665,259,2341.5,0.0214493789161262,0
9104,10,6841,172080,48,3585,1,11208,1957-03-05,0,0,52,1,92084,46.7,10124,141,-0.02,0.55,506,4063,0.0441227574822988,0
9188,45,6863,127080,60,2118,1,11314,1936-06-02,1,7936,23,2,77917,53.5,8390,132,0.61,2.585,42,2101,0.0269645905258159,0
9199,72,6865,29448,12,2454,-1,11327,1947-10-21,1,0,42,4,226122,62.6,8994,110,0.99,4.295,-464,9440,0.041747375310673,0
9236,11,6876,86616,12,7218,1,11372,1961-09-28,1,0,53,1,75637,36.5,9622,154,0.14,0.52,54,3502,0.046300091225194,0
9265,32,6888,39576,12,3298,1,11409,1980-05-02,0,9493,8,3,105058,81,9272,118,0.42,3.01,165,4422.5,0.0420957947038779,0
9307,70,6895,41904,12,3492,1,11461,1974-07-08,1,4654,27,4,285387,89.9,10177,81,1.12,7.19,230,9993,0.0350156103816922,0
9337,11,6903,52128,24,2172,1,11497,1959-07-17,0,0,53,1,75637,36.5,9622,154,0.14,0.52,54,3502,0.046300091225194,0
9403,1,6919,120888,36,3358,1,11574,1944-04-20,0,3225,18,5,1204953,100,12541,167,0.14,0.36,13430,92392,0.0766768496364588,0
9422,70,6921,86184,12,7182,1,11596,1940-12-04,0,107,27,4,285387,89.9,10177,81,1.12,7.19,230,9993,0.0350156103816922,0
9472,76,6929,36396,12,3033,1,11662,1972-04-03,1,5119,63,4,127369,51.2,8369,107,1.15,5.305,-929,3271.5,0.0256852138275405,0
9493,64,6933,188688,48,3931,1,11685,1965-07-23,0,6803,76,7,197099,74.7,9624,145,0.71,1.955,-219,4374.5,0.0221944302101989,0
9510,1,6940,228276,36,6341,1,11709,1961-08-03,1,0,18,5,1204953,100,12541,167,0.14,0.36,13430,92392,0.0766768496364588,0
9548,62,6944,46176,48,962,1,11754,1966-11-03,1,9613,70,7,145688,40.7,8544,109,0.57,1.575,187,2812.5,0.0193049530503542,0
9583,31,6949,104712,24,4363,1,11794,1970-10-07,0,13386,66,8,51313,59.2,8930,108,0.68,3.86,124,1390,0.0270886519985189,0
9591,74,6950,104712,24,4363,1,11804,1944-12-12,1,4146,44,4,323870,100,10673,100,0.69,5.095,-435,18564.5,0.0573208386080835,0
9627,65,6955,244368,48,5091,1,11851,1970-04-02,1,0,77,7,114200,43.7,8403,105,-0.0200000000000005,5.73,561,2437.5,0.0213441330998249,0
9640,1,6960,76416,24,3184,1,11866,1937-09-02,1,10597,18,5,1204953,100,12541,167,0.14,0.36,13430,92392,0.0766768496364588,0
9645,38,6961,176148,36,4893,1,11873,1963-11-20,0,0,35,3,85852,59.8,8965,104,1.15,7.655,169,2737.5,0.0318862693938406,0
9656,61,6965,139536,24,5814,1,11886,1941-09-13,0,10721,68,7,117897,53.8,8814,107,0.98,5.25,-53,2085.5,0.0176891693596953,0
9731,54,6985,113796,36,3161,1,11978,1971-10-09,1,4967,5,7,387570,100,9897,140,0.36,1.78,-25,18708.5,0.0482712800268339,0
9750,74,6986,151728,48,3161,-1,12003,1976-06-23,1,0,44,4,323870,100,10673,100,0.69,5.095,-435,18564.5,0.0573208386080835,0
9790,52,6992,133968,48,2791,1,12050,1943-05-30,1,9210,72,2,139012,61.9,8363,108,0.97,3.005,235,2681.5,0.0192897016084942,2
9814,64,6995,96168,12,8014,1,12079,1972-08-12,0,0,76,7,197099,74.7,9624,145,0.71,1.955,-219,4374.5,0.0221944302101989,0
9828,47,6996,126600,24,5275,1,12095,1939-02-27,1,0,45,2,162580,72.8,9538,111,0.3,1.66,-669,5744.5,0.0353333743387871,0
9833,21,6998,97632,12,8136,1,12102,1968-09-07,0,6531,65,6,103347,67,9104,123,0.56,1.79,55,2326.5,0.0225115387964818,0
9869,2,7004,331560,60,5526,1,12144,1980-11-23,1,5887,1,1,88884,46.7,8507,132,0.18,1.76,515,2416.5,0.027187120291616,0
9897,1,7008,36168,12,3014,1,12181,1961-08-19,1,1507,18,5,1204953,100,12541,167,0.14,0.36,13430,92392,0.0766768496364588,0
9928,60,7013,89340,60,1489,1,12220,1971-11-12,0,5016,56,7,110643,51.9,8441,115,1.03,3.965,373,2065.5,0.0186681489113636,0
10001,24,7034,19044,36,529,1,12303,1974-04-05,0,0,26,8,122603,80,8991,128,0.62,1.7,75,5235.5,0.0427028702397168,0
10019,8,7036,194940,36,5415,1,12325,1964-10-30,1,0,37,1,112065,69.4,11277,127,0.19,1.345,-192,5083,0.0453576049614063,0
10079,62,7055,167100,60,2785,1,12396,1970-01-17,0,0,70,7,145688,40.7,8544,109,0.57,1.575,187,2812.5,0.0193049530503542,0
10093,1,7057,231696,36,6436,1,12416,1973-05-30,1,2762,18,5,1204953,100,12541,167,0.14,0.36,13430,92392,0.0766768496364588,0
10105,55,7061,121896,24,5079,1,12432,1965-03-07,1,0,6,7,157042,33.9,8743,111,0.55,2.155,235,3776.5,0.0240477069828454,0
10131,39,7066,215388,36,5983,-1,12464,1959-12-17,1,0,38,3,119895,89.9,10446,90,2.06,8.37,-204,4845,0.0404103590641812,0
10266,54,7097,75624,24,3151,-1,12625,1958-12-07,1,13500,5,7,387570,100,9897,140,0.36,1.78,-25,18708.5,0.0482712800268339,0
10297,14,7101,421008,48,8771,1,12662,1953-06-01,1,9902,9,6,177686,74.8,10045,135,0.29,1.565,-309,6449.5,0.0362971759170672,0
10320,68,7104,259740,60,4329,1,12695,1979-03-16,1,12414,16,4,228848,57.2,9893,96,0.63,4.405,264,5755,0.0251476962874921,0
10364,55,7121,21924,36,609,1,12754,1960-08-20,1,6262,6,7,157042,33.9,8743,111,0.55,2.155,235,3776.5,0.0240477069828454,0
10411,39,7130,123408,24,5142,1,12810,1964-10-14,1,3020,38,3,119895,89.9,10446,90,2.06,8.37,-204,4845,0.0404103590641812,2
10436,60,7136,54396,36,1511,1,12840,1939-07-27,1,0,56,7,110643,51.9,8441,115,1.03,3.965,373,2065.5,0.0186681489113636,0
10439,66,7137,151560,24,6315,1,12843,1953-05-05,1,10134,75,7,125832,48.3,8512,102,0.61,3.815,-144,2175,0.0172849513637231,0
10440,45,7138,60000,60,1000,1,12844,1946-10-15,1,2960,23,2,77917,53.5,8390,132,0.61,2.585,42,2101,0.0269645905258159,0
10451,1,7142,482940,60,8049,-1,12859,1976-05-21,0,2439,18,5,1204953,100,12541,167,0.14,0.36,13430,92392,0.0766768496364588,0
10520,55,7154,417600,60,6960,1,12943,1970-10-12,1,0,6,7,157042,33.9,8743,111,0.55,2.155,235,3776.5,0.0240477069828454,2
10630,41,7166,198240,24,8260,1,13071,1956-02-18,1,7303,71,3,118650,85.6,9832,114,1.16,3.9,-974,5958,0.0502149178255373,0
10663,11,7176,260028,36,7223,1,13113,1976-11-25,1,4782,53,1,75637,36.5,9622,154,0.14,0.52,54,3502,0.046300091225194,0
10728,71,7189,154656,48,3222,1,13190,1956-11-28,1,3867,40,4,161227,69.7,8678,102,-0.359999999999999,5.75,-385,4787.5,0.0296941579264019,0
10738,31,7192,115992,36,3222,1,13201,1937-05-17,1,186,66,8,51313,59.2,8930,108,0.68,3.86,124,1390,0.0270886519985189,0
10762,1,7194,68832,36,1912,1,13231,1959-07-01,1,5435,18,5,1204953,100,12541,167,0.14,0.36,13430,92392,0.0766768496364588,0
10788,72,7198,45768,12,3814,1,13260,1977-05-27,0,0,42,4,226122,62.6,8994,110,0.99,4.295,-464,9440,0.041747375310673,0
10884,65,7213,113544,36,3154,1,13380,1942-09-18,1,1326,77,7,114200,43.7,8403,105,-0.0200000000000005,5.73,561,2437.5,0.0213441330998249,0
10911,1,7220,131292,36,3647,1,13412,1954-03-20,1,7312,18,5,1204953,100,12541,167,0.14,0.36,13430,92392,0.0766768496364588,0
10940,13,7226,197748,36,5493,1,13447,1970-05-05,0,0,57,1,53921,41.3,8598,123,0.49,3.015,278,1736,0.0321952486044398,0
10942,44,7227,314520,60,5242,1,13451,1955-11-18,0,10472,13,2,105606,53,8254,97,0.97,3.275,159,2245.5,0.0212629964206579,0
10963,16,7233,115812,36,3217,1,13480,1953-06-01,1,0,25,6,93931,56.9,8427,107,0.42,1.33,39,1893.5,0.0201584141550713,0
10973,18,7235,154416,48,3217,1,13490,1969-05-25,0,0,47,6,70699,65.3,8968,131,0.52,3.09,170,1825,0.0258136607307034,0
11013,63,7240,274740,60,4579,1,13539,1978-09-07,1,756,74,7,86513,50.5,8288,110,0.73,4.155,-102,1511,0.0174655832071481,0
11021,1,7241,168984,24,7041,-1,13548,1976-03-18,1,0,18,5,1204953,100,12541,167,0.14,0.36,13430,92392,0.0766768496364588,0
11042,72,7243,217152,36,6032,1,13576,1974-07-07,1,8436,42,4,226122,62.6,8994,110,0.99,4.295,-464,9440,0.041747375310673,2
11054,59,7246,148920,60,2482,1,13590,1977-08-03,1,11506,31,7,108871,62.1,8444,106,0.23,3.355,-290,2450,0.0225036970359416,0
11065,46,7249,69360,48,1445,1,13603,1941-07-28,1,0,39,2,112709,73.5,8369,117,0.52,2.05,-236,2736,0.0242749026253449,0
11111,59,7259,108144,36,3004,1,13657,1963-05-12,0,4736,31,7,108871,62.1,8444,106,0.23,3.355,-290,2450,0.0225036970359416,0
11135,75,7262,182628,36,5073,1,13687,1959-05-23,1,0,54,4,138032,64.6,8819,99,0.28,5.52,442,4284,0.0310362814419845,0
11138,70,7263,89880,24,3745,1,13690,1963-05-16,1,0,27,4,285387,89.9,10177,81,1.12,7.19,230,9993,0.0350156103816922,0
11186,12,7271,392460,60,6541,1,13750,1980-11-13,0,9810,55,1,107870,58,8754,137,0.48,4.07,64,3836,0.0355613238157041,0
11265,15,7284,52788,12,4399,1,13845,1973-02-16,1,506,10,6,58796,51.9,9045,124,0.47,3.365,34,1862,0.0316688210082319,0
11349,1,7304,419880,60,6998,1,13955,1945-10-30,0,10886,18,5,1204953,100,12541,167,0.14,0.36,13430,92392,0.0766768496364588,0
11359,61,7305,54024,12,4502,1,13968,1968-04-13,1,4518,68,7,117897,53.8,8814,107,0.98,5.25,-53,2085.5,0.0176891693596953,2
11362,67,7308,129408,24,5392,1,13971,1962-10-19,0,4780,7,4,106054,63.1,8110,109,0.78,6.16,-165,3161.5,0.0298102853263432,0
