"client_id","account_id","loan_id","disp_id","type_disp","frequency","date_account","ammount_loan","duration","payments","balance","balance_sd","status","type_card","birth_number","gender","year"
7678,6358,6296,7678,"OWNER","monthly issuance",950527,270384,48,5633,36821.6,18202.5397930386,1,NA,620407,"m",62
7723,6397,6302,7723,"OWNER","monthly issuance",950315,181020,60,3017,33825.3,9801.68064452976,1,NA,660614,"f",66
7727,6400,6303,7727,"OWNER","issuance after transaction",951009,72408,24,3017,50334,19929.621714111,-1,NA,580613,"f",58
7765,6434,6309,7765,"OWNER","monthly issuance",950508,110136,24,4589,36802.1,29147.9849170016,1,NA,580224,"f",58
78,67,4973,78,"OWNER","monthly issuance",941019,165960,24,6915,30792.7,20955.6469983724,1,NA,440613,"f",44
7814,6472,6315,7814,"OWNER","monthly issuance",940208,43164,12,3597,69550,22291.6540331866,1,NA,760106,"f",76
7914,6555,6336,7914,"OWNER","weekly issuance",930305,212400,36,5900,52804,27309.5010856471,1,NA,661024,"f",66
7980,6609,6342,7980,"OWNER","monthly issuance",950327,60156,36,1671,132316.8,34206.9874151755,-1,NA,760808,"m",76
8076,6688,6354,8076,"OWNER","monthly issuance",960625,22968,36,638,26007.8,11195.5739582455,1,NA,500727,"f",50
8130,6738,6362,8130,"OWNER","monthly issuance",940728,37908,12,3159,42602,12938.940496291,1,NA,760508,"f",76
8359,6924,6403,8359,"OWNER","monthly issuance",940601,194880,48,4060,27261.1,13195.884796079,1,NA,791206,"m",79
8366,6930,6407,8366,"OWNER","monthly issuance",930908,25944,24,1081,24793,17426.036797827,1,NA,600521,"f",60
8433,6985,6421,8433,"DISPONENT","monthly issuance",950727,96768,36,2688,13202.4,22929.2438140538,1,NA,610911,"m",61
8615,7136,6461,8615,"OWNER","weekly issuance",950409,74124,36,2059,49742.4,30062.3897433142,1,NA,390413,"f",39
8670,7184,6471,8670,"OWNER","monthly issuance",950619,155640,24,6485,37710.4,13513.4703010347,1,NA,430107,"f",43
8677,7190,6474,8677,"OWNER","monthly issuance",930906,63360,60,1056,33070.3,6107.70691624117,1,NA,550814,"m",55
9174,7401,6499,8866,"DISPONENT","monthly issuance",930226,80952,24,3373,34285.5,12270.8957420796,1,NA,401009,"f",40
9196,7418,6501,8888,"OWNER","monthly issuance",950407,30276,12,2523,34685.3,12216.3463270595,-1,NA,390423,"f",39
9226,7445,6509,8918,"OWNER","monthly issuance",930318,55368,24,2307,47972,24131.838911621,1,NA,391225,"f",39
9274,7485,6520,8966,"DISPONENT","monthly issuance",930728,91200,24,3800,56719.1,15743.4335553044,1,NA,580405,"m",58
9316,7523,6526,9008,"OWNER","monthly issuance",940829,288468,36,8013,40830.1,16205.7218110815,1,NA,581026,"f",58
9346,7546,6535,9038,"OWNER","monthly issuance",940903,41952,12,3496,53094,13263.3487517078,1,NA,721210,"m",72
9366,7562,6540,9058,"OWNER","weekly issuance",950117,309600,48,6450,43316.9,20963.7284754465,1,NA,750626,"m",75
9417,7606,6545,9109,"OWNER","monthly issuance",950315,191880,60,3198,63368.9,26747.6519343773,1,NA,490308,"m",49
9419,7607,6546,9111,"DISPONENT","monthly issuance",930905,31728,24,1322,36779.8,9913.02291629028,1,NA,501109,"f",50
9427,7614,6550,9119,"OWNER","monthly issuance",950208,320592,48,6679,37732.4,21161.1082372356,1,"classic",701109,"f",70
944,789,5125,944,"OWNER","monthly issuance",950206,73056,48,1522,21840.6,6550.59542995513,1,NA,701218,"m",70
946,790,5126,946,"OWNER","monthly issuance",930511,208128,48,4336,49475.2,22812.186440376,-1,NA,510806,"m",51
9593,7753,6577,9285,"OWNER","monthly issuance",930208,51696,24,2154,82277.6,26115.0300582261,1,"classic",680128,"f",68
9606,7765,6578,9298,"OWNER","weekly issuance",940710,27984,12,2332,28472.9,16237.3338015726,1,NA,490216,"m",49
9611,7769,6580,9303,"OWNER","monthly issuance",931003,196080,48,4085,62343.3,23182.3966120405,1,NA,580527,"m",58
9641,7795,6585,9333,"OWNER","monthly issuance",950105,372120,60,6202,41558.6,25895.9123556906,1,NA,450126,"m",45
9664,7815,6589,9356,"DISPONENT","weekly issuance",950409,189696,24,7904,65117.4,23400.6344403618,1,NA,441113,"f",44
9670,7819,6591,9362,"OWNER","monthly issuance",930801,20832,48,434,20885.1,5923.77470848619,1,NA,480504,"m",48
9675,7824,6594,9367,"OWNER","monthly issuance",940517,189696,24,7904,19000,8889.03819319053,-1,NA,700219,"f",70
968,808,5128,968,"OWNER","monthly issuance",950613,215616,48,4492,12040.6,13056.9873065428,-1,NA,570217,"m",57
9717,7859,6599,9409,"OWNER","monthly issuance",950314,72120,12,6010,98561.5,20598.0023080414,1,NA,521110,"f",52
9721,7861,6600,9413,"OWNER","monthly issuance",950422,21852,36,607,42925.4,15001.8555730028,1,NA,541205,"m",54
976,813,5130,976,"OWNER","monthly issuance",930210,24312,12,2026,42684.3,7695.86280086246,1,NA,551119,"f",55
9798,7926,6613,9490,"OWNER","weekly issuance",960609,84120,24,3505,46744.9,24271.6240579839,1,NA,500302,"f",50
981,817,5132,981,"OWNER","monthly issuance",940318,538500,60,8975,20788,13408.0203646534,1,NA,600628,"m",60
9844,7965,6624,9536,"OWNER","monthly issuance",931108,71460,12,5955,50617.1,19235.7296006123,1,NA,450803,"m",45
9930,8039,6644,9622,"OWNER","monthly issuance",951217,93600,24,3900,62007.3,21469.6303402672,1,NA,720623,"m",72
9973,8073,6650,9665,"OWNER","issuance after transaction",930903,49320,12,4110,64230.6,24439.8771809198,-1,NA,451003,"f",45
9995,8092,6659,9687,"OWNER","monthly issuance",950111,56100,60,935,24945.3,8426.83221179932,1,NA,580707,"m",58
